time,theta,beta,hip_vx,hip_vz
1.031,1.6009586779808322,0.11089790558820041,0.10000000000000286,0.0
1.032,1.600864486506831,0.11050524934787033,0.10000000000000286,0.0
1.033,1.600770625208248,0.11011255190245431,0.10000000000000286,0.0
1.034,1.600677094152869,0.1097198133549995,0.10000000000000286,0.0
1.035,1.6005838934083516,0.1093270338086257,0.10000000000000286,0.0
1.036,1.6004910230422253,0.10893421336652523,0.10000000000000286,0.0
1.037,1.600398483121891,0.1085413521319628,0.10000000000000286,0.0
1.038,1.6003062737146203,0.10814845020827542,0.10000000000000286,0.0
1.039,1.600214394887555,0.10775550769887243,0.10000000000000286,0.0
1.04,1.6001228467077084,0.10736252470723504,0.10000000000000286,0.0
1.041,1.6000316292419645,0.10696950133691636,0.10000000000000286,0.0
1.042,1.599940742557077,0.1065764376915414,0.10000000000000286,0.0
1.043,1.5998501867196708,0.10618333387480666,0.10000000000000286,0.0
1.044,1.5997599617962392,0.10579018999048041,0.10000000000000286,0.0
1.045,1.599670067853148,0.10539700614240198,0.10000000000000286,0.0
1.046,1.5995805049566298,0.10500378243448219,0.10000000000000286,0.0
1.047,1.5994912731727893,0.10461051897070289,0.10000000000000286,0.0
1.048,1.5994023725675992,0.10421721585511699,0.10000000000000286,0.0
1.049,1.599313803206901,0.10382387319184828,0.10000000000000286,0.0
1.05,1.5992255651564062,0.10343049108509125,0.10000000000000286,0.0
1.051,1.5991376584816948,0.10303706963911095,0.10000000000000286,0.0
1.052,1.599050083248215,0.10264360895824297,0.10000000000000286,0.0
1.053,1.598962839521284,0.10225010914689327,0.10000000000000286,0.0
1.054,1.5988759273660864,0.10185657030953804,0.10000000000000286,0.0
1.055,1.598789346847676,0.10146299255072351,0.10000000000000286,0.0
1.056,1.5987030980309747,0.10106937597506575,0.10000000000000286,0.0
1.057,1.5986171809807712,0.10067572068725082,0.10000000000000286,0.0
1.058,1.5985315957617217,0.10028202679203449,0.10000000000000286,0.0
1.059,1.5984463424383513,0.09988829439424186,0.10000000000000286,0.0
1.06,1.598361421075051,0.09949452359876765,0.10000000000000286,0.0
1.061,1.5982768317360794,0.09910071451057575,0.10000000000000286,0.0
1.062,1.5981925744855623,0.09870686723469929,0.10000000000000286,0.0
1.063,1.5981086493874919,0.09831298187624032,0.10000000000000286,0.0
